State,Level,Name,TRU,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT
29,DISTRICT,Bangalore,Total,9621551,5022661,4598890,7512276,4078041,3434235
29,DISTRICT,Bangalore,Rural,871607,464256,407351,602859,348826,254033
29,DISTRICT,Bangalore,Urban,8749944,4558405,4191539,6909417,3729215,3180202
29,DISTRICT,Mandya,Total,1805769,905085,900684,1149649,638668,510981
29,DISTRICT,Mandya,Rural,1497407,751243,746164,919289,517904,401385
29,DISTRICT,Mandya,Urban,308362,153842,154520,230360,120764,109596
29,DISTRICT,Hassan,Total,1776421,883667,892754,1225256,668836,556420
29,DISTRICT,Hassan,Rural,1399658,695583,704075,925571,513580,411991
29,DISTRICT,Hassan,Urban,376763,188084,188679,299685,155256,144429
29,DISTRICT,Dakshina Kannada,Total,2089649,1034714,1054935,1666323,864019,802304
29,DISTRICT,Dakshina Kannada,Rural,1093563,541484,552079,838316,440804,397512
29,DISTRICT,Dakshina Kannada,Urban,996086,493230,502856,828007,423215,404792
29,DISTRICT,Kodagu,Total,554519,274608,279911,412877,215302,197575
29,DISTRICT,Kodagu,Rural,473531,234161,239370,346061,180920,165141
29,DISTRICT,Kodagu,Urban,80988,40447,40541,66816,34382,32434
29,DISTRICT,Mysore,Total,3001127,1511600,1489527,1962180,1063766,898414
29,DISTRICT,Mysore,Rural,1755714,887500,868214,994670,560734,433936
29,DISTRICT,Mysore,Urban,1245413,624100,621313,967510,503032,464478
29,DISTRICT,Chamarajanagar,Total,1020791,512231,508560,565279,312957,252322
29,DISTRICT,Chamarajanagar,Rural,845817,424884,420933,442260,247909,194351
29,DISTRICT,Chamarajanagar,Urban,174974,87347,87627,123019,65048,57971
29,DISTRICT,Gulbarga,Total,2566326,1301755,1264571,1427368,828359,599009
29,DISTRICT,Gulbarga,Rural,1730775,877144,853631,857328,515350,341978
29,DISTRICT,Gulbarga,Urban,835551,424611,410940,570040,313009,257031
29,DISTRICT,Yadgir,Total,1174271,590329,583942,510003,306751,203252
29,DISTRICT,Yadgir,Rural,953594,479078,474516,374244,230998,143246
29,DISTRICT,Yadgir,Urban,220677,111251,109426,135759,75753,60006
29,DISTRICT,Kolar,Total,1536401,776396,760005,1016219,564110,452109
29,DISTRICT,Kolar,Rural,1056328,535431,520897,649421,371785,277636
29,DISTRICT,Kolar,Urban,480073,240965,239108,366798,192325,174473
29,DISTRICT,Chikkaballapura,Total,1255104,636437,618667,783222,442158,341064
29,DISTRICT,Chikkaballapura,Rural,973985,494463,479522,580231,334340,245891
29,DISTRICT,Chikkaballapura,Urban,281119,141974,139145,202991,107818,95173
29,DISTRICT,Bangalore Rural,Total,990923,509172,481751,688749,385311,303438
29,DISTRICT,Bangalore Rural,Rural,722179,371369,350810,484632,275457,209175
29,DISTRICT,Bangalore Rural,Urban,268744,137803,130941,204117,109854,94263
29,DISTRICT,Ramanagara,Total,1082636,548008,534628,674758,378461,296297
29,DISTRICT,Ramanagara,Rural,814877,412438,402439,481311,275870,205441
29,DISTRICT,Ramanagara,Urban,267759,135570,132189,193447,102591,90856
30,STATE,GOA,Total,1458545,739140,719405,1165487,615823,549664
30,STATE,GOA,Rural,551731,275436,276295,431271,227143,204128
30,STATE,GOA,Urban,906814,463704,443110,734216,388680,345536
30,DISTRICT,North Goa,Total,818008,416677,401331,663060,351738,311322
30,DISTRICT,North Goa,Rural,324927,163908,161019,258627,137585,121042
30,DISTRICT,North Goa,Urban,493081,252769,240312,404433,214153,190280
30,DISTRICT,South Goa,Total,640537,322463,318074,502427,264085,238342
30,DISTRICT,South Goa,Rural,226804,111528,115276,172644,89558,83086
30,DISTRICT,South Goa,Urban,413733,210935,202798,329783,174527,155256
31,STATE,LAKSHADWEEP,Total,64473,33123,31350,52553,28023,24530
31,STATE,LAKSHADWEEP,Rural,14141,7243,6898,11288,5949,5339
31,STATE,LAKSHADWEEP,Urban,50332,25880,24452,41265,22074,19191
31,DISTRICT,Lakshadweep,Total,64473,33123,31350,52553,28023,24530
31,DISTRICT,Lakshadweep,Rural,14141,7243,6898,11288,5949,5339
31,DISTRICT,Lakshadweep,Urban,50332,25880,24452,41265,22074,19191
32,STATE,KERALA,Total,33406061,16027412,17378649,28135824,13704903,14430921
32,STATE,KERALA,Rural,17471135,8408054,9063081,14549320,7132430,7416890
32,STATE,KERALA,Urban,15934926,7619358,8315568,13586504,6572473,7014031
32,DISTRICT,Kasaragod,Total,1307375,628613,678762,1037492,516476,521016
32,DISTRICT,Kasaragod,Rural,798328,387716,410612,628032,317690,310342
32,DISTRICT,Kasaragod,Urban,509047,240897,268150,409460,198786,210674
32,DISTRICT,Kannur,Total,2523003,1181446,1341557,2138434,1012956,1125478
32,DISTRICT,Kannur,Rural,882017,425682,456335,736967,363030,373937
32,DISTRICT,Kannur,Urban,1640986,755764,885222,1401467,649926,751541
32,DISTRICT,Wayanad,Total,817420,401684,415736,645585,328136,317449
32,DISTRICT,Wayanad,Rural,785840,386283,399557,620070,315367,304703
32,DISTRICT,Wayanad,Urban,31580,15401,16179,25515,12769,12746
32,DISTRICT,Kozhikode,Total,3086293,1470942,1615351,2615443,1266939,1348504
32,DISTRICT,Kozhikode,Rural,1013721,484784,528937,849378,414396,434982
32,DISTRICT,Kozhikode,Urban,2072572,986158,1086414,1766065,852543,913522
32,DISTRICT,Malappuram,Total,4112920,1960328,2152592,3311315,1597404,1713911
32,DISTRICT,Malappuram,Rural,2295709,1095308,1200401,1838508,888731,949777
32,DISTRICT,Malappuram,Urban,1817211,865020,952191,1472807,708673,764134
32,DISTRICT,Palakkad,Total,2809934,1359478,1450456,2239492,1122600,1116892
32,DISTRICT,Palakkad,Rural,2133124,1031466,1101658,1678895,843855,835040
32,DISTRICT,Palakkad,Urban,676810,328012,348798,560597,278745,281852
32,DISTRICT,Thrissur,Total,3121200,1480763,1640437,2678548,1282261,1396287
32,DISTRICT,Thrissur,Rural,1024794,488303,536491,865471,418620,446851
32,DISTRICT,Thrissur,Urban,2096406,992460,1103946,1813077,863641,949436
32,DISTRICT,Ernakulam,Total,3282388,1619557,1662831,2855676,1425723,1429953
32,DISTRICT,Ernakulam,Rural,1048025,518510,529515,908408,455970,452438
32,DISTRICT,Ernakulam,Urban,2234363,1101047,1133316,1947268,969753,977515
32,DISTRICT,Idukki ,Total,1108974,552808,556166,923010,471881,451129
32,DISTRICT,Idukki ,Rural,1056929,527245,529684,878211,449642,428569
32,DISTRICT,Idukki ,Urban,52045,25563,26482,44799,22239,22560
32,DISTRICT,Kottayam,Total,1974551,968289,1006262,1749798,861592,888206
32,DISTRICT,Kottayam,Rural,1409158,692673,716485,1246775,615451,631324
32,DISTRICT,Kottayam,Urban,565393,275616,289777,503023,246141,256882
32,DISTRICT,Alappuzha,Total,2127789,1013142,1114647,1852797,890552,962245
32,DISTRICT,Alappuzha,Rural,979643,464713,514930,852470,407413,445057
32,DISTRICT,Alappuzha,Urban,1148146,548429,599717,1000327,483139,517188
32,DISTRICT,Pathanamthitta,Total,1197412,561716,635696,1062553,499181,563372
32,DISTRICT,Pathanamthitta,Rural,1065799,499820,565979,945351,444022,501329
32,DISTRICT,Pathanamthitta,Urban,131613,61896,69717,117202,55159,62043
32,DISTRICT,Kollam,Total,2635375,1246968,1388407,2240273,1074345,1165928
32,DISTRICT,Kollam,Rural,1448217,680687,767530,1233362,587387,645975
32,DISTRICT,Kollam,Urban,1187158,566281,620877,1006911,486958,519953
32,DISTRICT,Thiruvananthapuram,Total,3301427,1581678,1719749,2785408,1354857,1430551
32,DISTRICT,Thiruvananthapuram,Rural,1529831,724864,804967,1267422,610856,656566
32,DISTRICT,Thiruvananthapuram,Urban,1771596,856814,914782,1517986,744001,773985
33,STATE,TAMIL NADU,Total,72147030,36137975,36009055,51837507,28040491,23797016
33,STATE,TAMIL NADU,Rural,37229590,18679065,18550525,24502195,13665839,10836356
33,STATE,TAMIL NADU,Urban,34917440,17458910,17458530,27335312,14374652,12960660
33,DISTRICT,Thiruvallur,Total,3728104,1876062,1852042,2791721,1495711,1296010
33,DISTRICT,Thiruvallur,Rural,1299709,650462,649247,859700,476199,383501
33,DISTRICT,Thiruvallur,Urban,2428395,1225600,1202795,1932021,1019512,912509
33,DISTRICT,Chennai,Total,4646732,2335844,2310888,3776276,1968079,1808197
33,DISTRICT,Chennai,Rural,0,0,0,0,0,0
33,DISTRICT,Chennai,Urban,4646732,2335844,2310888,3776276,1968079,1808197
33,DISTRICT,Kancheepuram,Total,3998252,2012958,1985294,3013382,1611461,1401921
33,DISTRICT,Kancheepuram,Rural,1459916,734979,724937,988378,546994,441384
33,DISTRICT,Kancheepuram,Urban,2538336,1277979,1260357,2025004,1064467,960537
33,DISTRICT,Vellore,Total,3936331,1961688,1974643,2773928,1504355,1269573
33,DISTRICT,Vellore,Rural,2234344,1117101,1117243,1482931,824307,658624
33,DISTRICT,Vellore,Urban,1701987,844587,857400,1290997,680048,610949
33,DISTRICT,Tiruvannamalai,Total,2464875,1235889,1228986,1626813,909803,717010
33,DISTRICT,Tiruvannamalai,Rural,1969930,989726,980204,1253098,710665,542433
33,DISTRICT,Tiruvannamalai,Urban,494945,246163,248782,373715,199138,174577
33,DISTRICT,Viluppuram,Total,3458873,1740819,1718054,2195776,1234479,961297
33,DISTRICT,Viluppuram,Rural,2939785,1481475,1458310,1803943,1025617,778326
33,DISTRICT,Viluppuram,Urban,519088,259344,259744,391833,208862,182971
33,DISTRICT,Salem,Total,3482056,1781571,1700485,2285562,1285107,1000455
33,DISTRICT,Salem,Rural,1707934,883274,824660,1008761,590535,418226
33,DISTRICT,Salem,Urban,1774122,898297,875825,1276801,694572,582229
33,DISTRICT,Namakkal   ,Total,1726601,869280,857321,1176131,653312,522819
33,DISTRICT,Namakkal   ,Rural,1030476,520684,509792,671793,380075,291718
33,DISTRICT,Namakkal   ,Urban,696125,348596,347529,504338,273237,231101
33,DISTRICT,Erode,Total,2251744,1129868,1121876,1492662,828300,664362
33,DISTRICT,Erode,Rural,1093768,552393,541375,655046,375974,279072
33,DISTRICT,Erode,Urban,1157976,577475,580501,837616,452326,385290
33,DISTRICT,The Nilgiris,Total,735394,360143,375251,569647,299447,270200
33,DISTRICT,The Nilgiris,Rural,299739,145909,153830,221955,118463,103492
33,DISTRICT,The Nilgiris,Urban,435655,214234,221421,347692,180984,166708
33,DISTRICT,Dindigul,Total,2159775,1080938,1078837,1481834,816180,665654
33,DISTRICT,Dindigul,Rural,1351735,678605,673130,870271,491736,378535
33,DISTRICT,Dindigul,Urban,808040,402333,405707,611563,324444,287119
33,DISTRICT,Karur ,Total,1064493,528184,536309,727044,401726,325318
33,DISTRICT,Karur ,Rural,629976,312628,317348,394134,224431,169703
33,DISTRICT,Karur ,Urban,434517,215556,218961,332910,177295,155615
33,DISTRICT,Tiruchirappalli,Total,2722290,1352284,1370006,2038981,1087765,951216
33,DISTRICT,Tiruchirappalli,Rural,1384257,688552,695705,950242,524233,426009
33,DISTRICT,Tiruchirappalli,Urban,1338033,663732,674301,1088739,563532,525207
33,DISTRICT,Perambalur  ,Total,565223,282157,283066,375823,208011,167812
33,DISTRICT,Perambalur  ,Rural,468060,233926,234134,301716,169106,132610
33,DISTRICT,Perambalur  ,Urban,97163,48231,48932,74107,38905,35202
33,DISTRICT,Ariyalur  ,Total,754894,374703,380191,480604,269582,211022
33,DISTRICT,Ariyalur  ,Rural,671100,333253,337847,419413,237071,182342
33,DISTRICT,Ariyalur  ,Urban,83794,41450,42344,61191,32511,28680
33,DISTRICT,Cuddalore,Total,2605914,1311697,1294217,1815281,1000322,814959
33,DISTRICT,Cuddalore,Rural,1720725,868861,851864,1126045,634883,491162
33,DISTRICT,Cuddalore,Urban,885189,442836,442353,689236,365439,323797
33,DISTRICT,Nagapattinam  ,Total,1616450,798127,818323,1213008,640916,572092
33,DISTRICT,Nagapattinam  ,Rural,1251826,619369,632457,921786,491270,430516
33,DISTRICT,Nagapattinam  ,Urban,364624,178758,185866,291222,149646,141576
33,DISTRICT,Thiruvarur,Total,1264277,626693,637584,946471,503085,443386
33,DISTRICT,Thiruvarur,Rural,1006482,499954,506528,737887,396275,341612
33,DISTRICT,Thiruvarur,Urban,257795,126739,131056,208584,106810,101774
33,DISTRICT,Thanjavur,Total,2405890,1182416,1223474,1790998,944264,846734
33,DISTRICT,Thanjavur,Rural,1554531,765177,789354,1104986,593178,511808
33,DISTRICT,Thanjavur,Urban,851359,417239,434120,686012,351086,334926
33,DISTRICT,Pudukkottai,Total,1618345,803188,815157,1110545,608776,501769
33,DISTRICT,Pudukkottai,Rural,1301991,645505,656486,859683,477058,382625
33,DISTRICT,Pudukkottai,Urban,316354,157683,158671,250862,131718,119144
33,DISTRICT,Sivaganga,Total,1339101,668672,670429,959744,526304,433440
33,DISTRICT,Sivaganga,Rural,926256,462210,464046,629045,352907,276138
33,DISTRICT,Sivaganga,Urban,412845,206462,206383,330699,173397,157302
33,DISTRICT,Madurai,Total,3038252,1526475,1511777,2273430,1223810,1049620
33,DISTRICT,Madurai,Rural,1191451,601247,590204,788090,446459,341631
33,DISTRICT,Madurai,Urban,1846801,925228,921573,1485340,777351,707989
33,DISTRICT,Theni  ,Total,1245899,625683,620216,870080,479403,390677
33,DISTRICT,Theni  ,Rural,575418,290880,284538,376650,213570,163080
33,DISTRICT,Theni  ,Urban,670481,334803,335678,493430,265833,227597
33,DISTRICT,Virudhunagar,Total,1942288,967709,974579,1398788,760375,638413
33,DISTRICT,Virudhunagar,Rural,962062,480360,481702,653219,363736,289483
33,DISTRICT,Virudhunagar,Urban,980226,487349,492877,745569,396639,348930
33,DISTRICT,Ramanathapuram,Total,1353445,682658,670787,978946,536487,442459
33,DISTRICT,Ramanathapuram,Rural,942746,474508,468238,651919,362778,289141
33,DISTRICT,Ramanathapuram,Urban,410699,208150,202549,327027,173709,153318
33,DISTRICT,Thoothukkudi,Total,1750176,865021,885155,1349697,703106,646591
33,DISTRICT,Thoothukkudi,Rural,873374,430361,443013,642686,339739,302947
33,DISTRICT,Thoothukkudi,Urban,876802,434660,442142,707011,363367,343644
33,DISTRICT,Tirunelveli ,Total,3077233,1520912,1556321,2273457,1210710,1062747
33,DISTRICT,Tirunelveli ,Rural,1557004,768728,788276,1100112,592979,507133
33,DISTRICT,Tirunelveli ,Urban,1520229,752184,768045,1173345,617731,555614
33,DISTRICT,Kanniyakumari,Total,1870374,926345,944029,1548738,780541,768197
33,DISTRICT,Kanniyakumari,Rural,330572,164938,165634,269380,136432,132948
33,DISTRICT,Kanniyakumari,Urban,1539802,761407,778395,1279358,644109,635249
33,DISTRICT,Dharmapuri,Total,1506843,774303,732540,917709,527599,390110
33,DISTRICT,Dharmapuri,Rural,1245931,643215,602716,727785,425299,302486
33,DISTRICT,Dharmapuri,Urban,260912,131088,129824,189924,102300,87624
33,DISTRICT,Krishnagiri,Total,1879809,960232,919577,1187958,667062,520896
33,DISTRICT,Krishnagiri,Rural,1451446,742444,709002,865259,494718,370541
33,DISTRICT,Krishnagiri,Urban,428363,217788,210575,322699,172344,150355
33,DISTRICT,Coimbatore,Total,3458045,1729297,1728748,2635907,1394790,1241117
33,DISTRICT,Coimbatore,Rural,839105,419032,420073,554965,305718,249247
33,DISTRICT,Coimbatore,Urban,2618940,1310265,1308675,2080942,1089072,991870
33,DISTRICT,Tiruppur,Total,2479052,1246159,1232893,1760566,959623,800943
33,DISTRICT,Tiruppur,Rural,957941,479309,478632,611317,343434,267883
33,DISTRICT,Tiruppur,Urban,1521111,766850,754261,1149249,616189,533060
34,STATE,PUDUCHERRY,Total,1247953,612511,635442,957309,497378,459931
34,STATE,PUDUCHERRY,Rural,395200,194907,200293,280882,150490,130392
34,STATE,PUDUCHERRY,Urban,852753,417604,435149,676427,346888,329539
34,DISTRICT,Yanam,Total,55626,27301,28325,39274,19919,19355
34,DISTRICT,Yanam,Rural,0,0,0,0,0,0
34,DISTRICT,Yanam,Urban,55626,27301,28325,39274,19919,19355
34,DISTRICT,Puducherry,Total,950289,468258,482031,726649,380946,345703
34,DISTRICT,Puducherry,Rural,293080,144769,148311,203781,110274,93507
34,DISTRICT,Puducherry,Urban,657209,323489,333720,522868,270672,252196
34,DISTRICT,Mahe,Total,41816,19143,22673,36470,16610,19860
34,DISTRICT,Mahe,Rural,0,0,0,0,0,0
34,DISTRICT,Mahe,Urban,41816,19143,22673,36470,16610,19860
34,DISTRICT,Karaikal,Total,200222,97809,102413,154916,79903,75013
34,DISTRICT,Karaikal,Rural,102120,50138,51982,77101,40216,36885
34,DISTRICT,Karaikal,Urban,98102,47671,50431,77815,39687,38128
35,STATE,ANDAMAN & NICOBAR ISLANDS,Total,380581,202871,177710,294281,164377,129904
35,STATE,ANDAMAN & NICOBAR ISLANDS,Rural,237093,126287,110806,178025,99960,78065
35,STATE,ANDAMAN & NICOBAR ISLANDS,Urban,143488,76584,66904,116256,64417,51839
35,DISTRICT,Nicobars,Total,36842,20727,16115,25332,15397,9935
35,DISTRICT,Nicobars,Rural,36842,20727,16115,25332,15397,9935
35,DISTRICT,Nicobars,Urban,0,0,0,0,0,0
35,DISTRICT,North  & Middle Andaman,Total,105597,54861,50736,78683,43186,35497
35,DISTRICT,North  & Middle Andaman,Rural,102856,53457,49399,76621,42056,34565
35,DISTRICT,North  & Middle Andaman,Urban,2741,1404,1337,2062,1130,932
35,DISTRICT,South Andaman,Total,238142,127283,110859,190266,105794,84472
35,DISTRICT,South Andaman,Rural,97395,52103,45292,76072,42507,33565
35,DISTRICT,South Andaman,Urban,140747,75180,65567,114194,63287,50907
